id;title;authors;date;description
9904216;'SO(8) and G_2 X G_2 N=1 Supergravities in D=6';'R. Holman and T.W. Kephart';'Fri, 30 Apr 1999 16:11:13 GMT   (6kb)';'   We construct the N=1 supergravity analog of the Green-Schwarz and heterotic superstring theories in 10D. We find the SO(8) theory previously found by compactification of 10D on $K3$. We also find eleven $G_2\times G_2$ theories, two with symmetric matter content. It is not obvious how ten of the $G_2\times G_2$ theories can be gotten from 10D. '
9904217;'Calabi-Yau black holes and (0,4) sigma models';'Ruben Minasian, Gregory Moore and Dimitrios Tsimpis';'Fri, 30 Apr 1999 17:08:18 GMT   (40kb)';'   When an M-theory fivebrane wraps a holomorphic surface $\CP$ in a Calabi-Yau 3-fold $X$ the low energy dynamics is that of a black string in 5 dimensional $\CN=1$ supergravity. The infrared dynamics on the string worldsheet is an $\CN = (0,4)$ 2D conformal field theory. Assuming the 2D CFT can be described as a nonlinear sigma model, we describe the target space geometry of this model in terms of the data of $X$ and $\CP$. Variations of weight two Hodge structures enter the construction of the model in an interesting way. '
9904218;'On the twisted chiral potential in 2d and the analogue of rigid special';'Peter Kaste';'Fri, 30 Apr 1999 17:56:08 GMT   (17kb)';'   We discuss how to obtain an N=(2,2) supersymmetric SU(3) gauge theory in two dimensions via geometric engineering from a Calabi-Yau 4-fold and compute its non-perturbative twisted chiral potential. The relevant compact part of the 4-fold geometry consists of two intersecting P^1's fibered over P^2. The rigid limit of the local mirror of this geometry is a complex surface that generalizes the Seiberg-Witten curve and on which there exist two holomorphic 2-forms. These stem from the same meromorphic 2-form as derivatives w.r.t. the two moduli, respectively. The middle periods of this meromorphic form give directly the twisted chiral potential. The explicit computation of these and of the four-point Yukawa couplings allows for a non-trivial test of the analogue of rigid special geometry for a 4-fold with several moduli. '
9905201;'Gauge invariance of the one-loop effective action of the Higgs field in';'J. Baacke and K. Heitmann';'Thu, 27 May 1999 09:13:32 GMT   (13kb)';'   The one-loop effective action of the abelian and nonabelian Higgs models has been studied in various gauges, in the context of instanton and sphaleron transition, bubble nucleation and most recently in nonequilibrium dynamics. Gauge invariance is expected on account of Nielsen' s theorem, if the classical background field is an extremum of the classical action, i.e., a solution of the classical equation of motion. We substantiate this general statement for the one-loop effective action, as computed using mode functions. We show that in the gauge-Higgs sector there are two types of modes that satisfy the same equation of motion as the Faddeev-Popov modes. We apply the general analysis to the computation of the fluctuation determinant for bubble nucleation in the SU(2) Higgs model in the 't Hooft gauge with general gauge parameter $\xi$. We show that due to the cancellation of the modes mentioned above the fluctuation determinant is independent of $\xi$. '
9905202;'The general crossing relation for boundary reflection matrix';'Bo-yu Hou, Kang-jie Shi and Wen-li Yang';'Thu, 27 May 1999 09:50:54 GMT   (6kb)';'   In this paper, we give the general crossing relation for boundary reflection matrix $R(\beta)$, which is the extension of the work given by Ghoshal and Zamolodchikov .We also use the first non-trivial extended crossing relation to determine the scaler factor of $R(\beta)$ which is the rational diagonal solution to the boundary Yang-Baxter equation in the case of l=2 and n=3. '
9905203;'On the Question of Degeneracy of Topological Solitons in a Gauged O(3)';'P. Mukherjee';'Thu, 27 May 1999 10:30:37 GMT   (6kb)';'   We show that the degeneracy of topological solitons in the gauged O(3) non-linear sigma model with Chern-Simons term may be removed by chosing a self-interaction potential with symmetry - breaking minima. The topological solitons in the model has energy,charge,flux and angular momentum quantised in each topological sector. '
9905204;'Dependence of the vacuum energy on spherically symmetric background';'M. Bordag, M. Hellmund, K. Kirsten';'Thu, 27 May 1999 13:51:52 GMT   (25kb)';'   The vacuum energy of a scalar field in a spherically symmetric background field is considered. Based on previous work [hep-th/9608070], the numerical procedure is refined further and applied to several examples. We provide numerical evidence that repulsive potentials lead to positive contributions to the vacuum energy. Furthermore, the crucial role played by bound-states is clearly seen. '
9905205;'Thermodynamics of Large-N Super Yang-Mills Theory and AdS/CFT';'Chanju Kim and Soo-Jong Rey';'Thu, 27 May 1999 15:12:34 GMT   (174kb)';'   Thermodynamics of d=4, N=4 supersymmetric SU(N) Yang-Mills theory is studied with particular attention on perturbative expansion at weak `t Hooft coupling regime and interpolation to strong coupling regime thereof. Non-ideal gas effect to free-energy is calculated and found that leading- and next-to-leading-order corrections contribute with relative opposite sign. Pade approximant method is adopted to improve fixed-order, perturbative series and is found to decrease free-energy monotonically as `t Hooft coupling parameter is increased. This may be regarded as an indication of smooth interpolation of thermodynamics between weak and strong `t Hooft coupling regimes, as suggested by Maldacena's AdS/CFT correspondence. '
9905206;'Optimization of Renormalization Group Flow';'Sen-Ben Liao, Janos Polonyi, and Michael Strickland';'Thu, 27 May 1999 15:57:58 GMT   (112kb)';'   Renormalization group flow equations for scalar lambda Phi^4 are generated using three classes of smooth smearing functions. Numerical results for the critical exponent nu in three dimensions are calculated by means of a truncated series expansion of the blocked potential. We demonstrate how the convergence of nu as a function of the order of truncation can be improved through a fine tuning of the smoothness of the smearing functions. '
9905207;'QCD Pressure and the Trace Anomaly';'I T Drummond, R R Horgan, P V Landshoff and A Rebhan';'Thu, 27 May 1999 16:01:09 GMT   (10kb)';'   Exact relations between the QCD thermal pressure and the trace anomaly are derived. These are used, first, to prove the equivalence of the thermodynamic and the hydrodynamic pressure in equilibrium in the presence of the trace anomaly, closing a gap in previous arguments. Second, in the temporal axial gauge a formula is derived which expresses the thermal pressure in terms of a Dyson-resummed two-point function. This overcomes the infrared problems encountered in the conventional perturbation-theory approach. '
9905208;'Dual Confinement of Grand Unified Monopoles?';'Alfred Scharff Goldhaber';'Thu, 27 May 1999 17:31:37 GMT   (16kb)';'   A simple formal computation, and a variation on an old thought experiment, both indicate that QCD with light quarks may confine fundamental color magnetic charges, giving an explicit as well as elegant resolution to the `global color' paradox, strengthening Vachaspati's SU(5) electric-magnetic duality, opening new lines of inquiry for monopoles in cosmology, and suggesting a class of geometrically large QCD excitations -- loops of Z(3) color magnetic flux entwined with light-quark current. The proposal may be directly testable in lattice gauge theory or supersymmetric Yang-Mills theory. Recent results in deeply-inelastic electron scattering, and future experiments both there and in high-energy collisions of nuclei, could give evidence on the existence of Z(3) loops. If confirmed, they would represent a consistent realization of the bold concept underlying the Slansky-Goldman-Shaw `glow' model -- phenomena besides standard meson-baryon physics manifest at long distance scales -- but without that model's isolable fractional electric charges. '
